product_id,quantity,price,date,customer_id
646,10,46.8,2023/12/7 0:47,1200
38,4,17.84,2023/12/22 12:40,982
510,4,91.96,2024/4/8 0:12,1229
397,8,29.84,2024/3/1 13:01,1565
12,2,12.46,2023/9/22 17:35,1239
700,1,2.68,2024/3/21 18:34,800
174,5,7.95,2024/7/19 14:37,949
554,10,12.5,2024/1/9 22:17,1160
981,9,56.97,2023/8/29 1:33,1098
460,6,16.8,2024/5/13 21:04,315
72,1,6.09,2024/1/18 6:07,219
959,4,17.44,2023/8/25 23:52,1452
776,4,21.36,2024/6/27 7:13,826
306,9,75.06,2024/5/12 11:51,1618
21,6,202.32,2023/9/4 4:17,280
894,9,32.22,2024/2/14 3:42,1696
888,6,18.36,2024/1/24 9:26,330
98,9,49.5,2023/9/6 4:03,1925
983,8,16.48,2023/12/20 6:56,1962
174,1,1.59,2024/6/11 3:00,165
327,1,5.07,2023/8/18 18:43,1802
236,4,15.16,2023/11/10 18:08,260
774,1,5.37,2024/2/29 7:44,1652
325,10,15,2024/5/2 23:52,1317
833,7,56,2024/2/18 17:22,462
933,6,36.48,2024/5/9 6:51,1886
320,3,15.15,2024/8/6 11:28,1671
768,9,40.14,2024/5/22 17:43,1117
59,5,32.3,2024/5/25 3:54,1297
253,10,36.1,2024/2/13 18:20,124
750,3,10.32,2023/10/23 5:05,75
776,6,32.04,2023/9/15 7:23,1344
23,7,244.93,2024/6/5 18:40,534
484,1,4.17,2024/1/25 8:08,1748
92,6,18.6,2024/4/28 19:59,338
704,9,37.44,2023/9/30 5:50,1173
452,10,109.7,2024/5/9 23:11,994
972,10,61.6,2024/1/10 4:49,1961
206,8,33.92,2023/12/26 2:47,1173
92,9,27.9,2024/2/27 3:28,1610
138,7,28.84,2024/2/21 7:05,34
687,4,27.88,2024/5/14 17:44,887
730,6,17.22,2024/4/16 22:16,1152
666,1,5.15,2023/12/30 0:03,45
625,2,9.9,2024/5/18 20:58,481
127,1,13.38,2024/2/6 15:53,1436
745,5,39.9,2023/11/20 10:16,1973
394,5,26.6,2023/9/11 21:15,710
721,7,53.06,2024/6/23 9:24,832
467,4,24.76,2024/5/26 14:30,1427
463,7,9.73,2023/9/13 14:15,1268
447,1,19,2023/12/18 14:47,879
161,9,58.59,2023/10/22 10:05,386
750,5,17.2,2024/1/6 0:04,494
126,5,31.8,2023/9/19 9:04,401
676,10,87.8,2024/6/18 3:35,1672
224,10,98.6,2023/12/15 18:10,961
872,6,48.06,2023/8/12 8:57,351
661,8,129.68,2024/6/15 17:39,1911
28,7,17.08,2024/2/5 5:04,1714
329,9,205.65,2024/5/10 9:13,491
880,6,14.04,2024/7/5 22:04,1909
746,2,17.3,2024/5/1 21:40,1601
68,8,38.4,2024/2/15 5:10,686
895,7,48.93,2023/12/6 22:59,1067
532,4,7.72,2023/12/15 1:37,133
928,2,6.22,2024/3/21 0:18,914
5,8,32.56,2023/8/26 0:32,534
354,1,10.56,2024/6/8 15:59,1741
57,10,98.2,2023/11/13 17:15,1883
746,3,25.95,2024/2/23 8:19,765
916,9,66.6,2023/10/8 16:03,1332
762,6,8.46,2024/5/8 19:18,1077
411,2,9.46,2023/11/27 20:50,964
482,7,76.58,2023/8/24 2:44,1572
122,2,19.32,2024/2/24 21:20,76
709,8,21.76,2024/4/4 4:43,1392
638,8,121.2,2024/3/25 10:30,1862
915,2,3.36,2024/2/19 6:23,423
213,8,210.08,2024/5/28 11:55,639
698,5,83.95,2024/7/3 17:54,846
30,10,123,2024/5/23 4:06,1302
276,6,25.62,2024/1/15 7:59,396
341,6,16.8,2024/5/27 4:11,1785
656,4,10.2,2023/12/9 14:33,1423
114,9,30.33,2023/9/10 1:42,620
919,9,74.88,2023/12/16 11:59,1301
647,2,12.76,2023/9/30 10:49,1030
12,8,49.84,2024/5/6 6:01,518
56,3,9.66,2023/8/16 15:40,440
152,8,59.12,2024/3/3 16:04,1189
69,8,15.52,2023/11/4 15:53,1266
635,5,17.65,2024/6/28 8:01,1772
550,3,12,2024/4/26 16:57,1209
420,4,23.12,2023/11/13 12:06,82
871,3,22.8,2024/5/30 17:38,976
96,2,5.66,2024/2/13 21:02,763
242,1,3.48,2024/1/22 2:46,1173
755,10,23.5,2024/3/11 6:03,1464
789,1,2.32,2023/12/13 5:20,1598
391,6,186,2023/11/20 17:12,1251
643,3,15.09,2023/11/2 0:15,432
289,5,20.6,2024/8/1 16:18,1169
378,5,10.6,2024/4/26 17:18,1478
470,9,30.6,2023/9/6 1:21,716
85,7,45.78,2023/8/27 3:12,1272
868,2,8.56,2023/11/13 7:50,1356
169,9,117.18,2024/7/26 20:09,835
757,6,20.16,2024/1/19 20:04,740
897,8,35.84,2023/8/27 12:31,1293
557,7,17.92,2024/2/8 16:56,199
629,5,44.05,2023/10/27 11:49,16
89,9,28.26,2023/10/30 15:19,1098
842,4,32.8,2024/7/20 4:37,1325
674,10,184,2023/12/29 17:35,1066
82,2,8.74,2024/5/14 9:51,834
353,3,16.53,2023/10/30 3:37,894
988,9,54.99,2023/8/25 5:38,730
988,5,30.55,2024/7/25 6:16,895
423,2,10.26,2023/9/16 22:09,959
477,4,6.56,2024/1/4 12:16,1718
534,4,16.36,2023/9/16 8:45,382
218,1,3.3,2023/11/1 16:59,745
469,2,6.12,2024/1/13 12:30,572
236,6,22.74,2024/5/19 10:57,1139
344,9,41.94,2023/12/26 23:21,1768
311,2,6.08,2024/6/7 12:34,538
625,5,24.75,2023/12/20 7:22,206
588,10,41.1,2024/6/30 7:52,1909
806,10,76.9,2024/6/2 11:46,433
182,8,64.64,2023/8/15 16:10,273
99,7,59.01,2024/4/17 23:44,413
205,9,90.27,2024/6/1 2:12,1310
590,7,122.43,2023/8/6 22:15,746
841,8,74.56,2024/4/14 21:40,1349
716,6,25.2,2023/10/22 12:05,206
364,3,8.79,2023/8/21 10:43,403
660,6,44.58,2023/9/19 1:14,386
616,1,6.08,2024/3/4 3:49,1764
238,8,18.56,2023/11/8 22:37,736
921,4,24.56,2023/10/16 12:58,1881
289,1,4.12,2023/11/3 15:44,24
437,4,19.28,2024/3/12 1:37,151
362,6,107.94,2023/9/19 13:20,1292
344,10,46.6,2023/12/18 1:46,757
741,4,19.16,2024/6/24 15:10,1233
144,4,54.64,2024/7/12 3:32,1991
618,1,4.1,2024/1/12 4:22,167
751,8,79.28,2024/7/18 3:54,347
582,9,60.66,2023/10/9 17:12,1046
297,4,12.84,2024/4/14 21:49,80
101,5,45.7,2024/5/28 16:11,40
662,6,76.98,2024/5/10 14:34,1370
702,2,14.04,2024/5/4 11:05,998
745,8,63.84,2024/4/30 3:01,1714
85,6,39.24,2024/2/9 0:55,1763
320,3,15.15,2024/6/13 4:00,1595
224,5,49.3,2023/12/27 13:03,1429
850,10,395.4,2024/4/22 21:58,1326
12,8,49.84,2023/11/13 16:12,967
900,6,10.98,2024/2/14 13:35,1797
357,5,41.55,2024/5/8 0:16,103
159,2,26.2,2024/2/12 9:31,1690
802,8,29.52,2024/7/4 14:07,1802
339,7,12.39,2024/1/2 4:33,1185
877,7,111.37,2023/10/17 15:24,1581
550,8,32,2024/2/27 16:11,1991
212,7,37.31,2024/5/16 22:51,299
928,8,24.88,2024/3/22 5:20,1206
37,8,90.16,2023/10/3 16:20,1455
330,9,37.89,2024/6/29 5:33,1051
726,3,18.87,2024/6/14 2:56,557
648,6,15.06,2023/11/18 19:06,118
249,1,2.95,2024/2/13 21:53,519
132,9,186.93,2024/6/11 11:54,1297
136,1,9.99,2024/3/16 18:51,1335
364,4,11.72,2023/11/9 23:16,508
961,2,6.62,2024/3/11 5:35,1870
829,5,42.15,2024/1/28 21:28,918
692,8,29.04,2023/11/25 15:14,945
530,4,11.92,2023/12/16 21:22,492
277,2,12.68,2023/12/6 14:06,803
426,6,103.26,2024/5/16 10:28,1184
601,9,33.12,2024/5/14 12:36,832
278,7,37.24,2024/5/21 9:04,1658
421,10,28.5,2024/1/4 13:04,1683
563,3,14.46,2024/1/10 3:36,1101
4,9,36.99,2023/10/31 20:30,1802
115,3,12.48,2023/9/22 1:27,1275
123,4,22.96,2024/7/19 20:39,1794
346,9,37.35,2023/8/25 7:45,1802
523,1,4.55,2023/12/28 4:51,1326
126,7,44.52,2024/4/2 18:49,1356
120,8,27.04,2023/8/27 6:13,848
66,2,15.46,2024/5/14 15:43,80
48,2,8.88,2024/5/24 10:09,1287
801,6,25.26,2023/12/6 8:00,168
868,10,42.8,2023/11/30 6:40,1777
367,7,22.05,2023/10/22 21:01,936
418,6,49.62,2023/9/25 9:33,683
606,2,10.1,2024/3/26 19:02,297
170,6,21.3,2024/7/12 14:24,15
83,5,37.25,2023/11/23 15:17,1564
86,5,22.85,2024/3/5 16:43,713
702,5,35.1,2023/8/24 9:15,177
126,1,6.36,2024/6/16 4:27,346
308,8,41.6,2024/5/28 14:29,1973
926,2,2.3,2024/7/5 3:47,147
947,5,15.35,2023/12/31 9:14,1910
678,5,44.45,2024/5/4 7:12,1141
272,8,22.88,2023/12/31 14:29,1749
354,8,84.48,2024/7/22 9:39,250
490,10,33.2,2023/12/22 14:45,892
943,4,21.28,2023/8/8 23:28,1583
974,8,13.6,2023/8/31 9:37,860
97,10,24.2,2024/6/11 17:47,766
956,9,31.05,2024/2/4 1:01,1277
63,10,23.8,2024/3/6 20:02,1760
412,2,8.3,2023/12/27 18:26,132
291,7,24.78,2024/5/21 9:39,1810
426,10,172.1,2024/5/25 10:14,855
193,9,218.34,2024/7/6 21:07,771
50,7,17.15,2024/7/13 13:08,1756
268,2,20.26,2024/6/5 18:32,1053
472,8,36.4,2023/11/12 6:41,804
968,1,5.4,2024/6/19 5:04,939
914,1,2.1,2024/5/18 9:37,1470
681,9,44.1,2024/6/22 17:44,776
396,9,16.56,2023/9/7 5:26,776
256,1,3.88,2024/1/2 20:04,708
206,6,25.44,2024/2/5 3:49,1395
472,4,18.2,2023/12/11 2:02,1721
952,4,13.68,2023/12/19 15:08,687
68,2,9.6,2024/4/3 3:52,600
296,8,20.16,2024/5/7 2:08,1418
240,1,2.57,2024/6/10 18:43,558
345,5,30.45,2024/4/27 22:57,1230
561,7,104.93,2024/7/7 20:43,958
16,10,65.7,2024/7/2 3:30,1128
725,7,58.59,2024/5/24 5:05,1250
50,2,4.9,2024/7/15 4:12,1634
614,9,29.07,2023/9/2 15:00,391
722,6,64.74,2023/9/27 16:17,1954
445,4,19.04,2024/1/28 19:18,479
109,9,54.27,2023/10/29 9:16,70
571,10,25.1,2024/6/15 10:02,382
651,10,62.4,2024/3/24 19:36,1634
366,9,211.14,2023/8/18 4:22,276
14,1,4.22,2023/11/14 9:16,772
35,10,226.6,2024/1/13 6:50,1839
928,7,21.77,2024/8/6 18:52,428
213,6,157.56,2024/3/31 18:08,1957
85,9,58.86,2023/9/5 2:31,1983
869,8,50.4,2023/9/13 23:32,787
707,4,18.52,2024/1/25 19:49,543
141,1,4.41,2023/11/29 8:02,1679
966,9,60.3,2024/4/11 13:38,1681
518,5,31.55,2024/6/9 2:34,1865
771,9,52.56,2023/11/6 9:48,1291
697,3,16.95,2024/4/21 12:57,856
115,1,4.16,2024/3/11 6:05,247
150,9,174.33,2024/1/17 12:58,1915
440,9,27.36,2024/4/11 3:08,641
891,5,13.95,2024/4/8 0:15,287
169,10,130.2,2024/5/17 5:18,975
176,2,2.6,2023/9/9 23:27,607
457,8,36.48,2024/7/29 9:02,894
533,8,270.56,2024/2/15 21:59,1891
537,5,44.55,2023/11/23 4:54,1259
603,9,32.13,2024/5/9 7:07,1653
521,8,112.72,2023/10/25 8:53,1282
922,4,7,2024/1/27 0:35,1952
805,6,15.54,2023/12/11 2:29,1677
2,1,4.19,2023/10/29 6:55,1833
231,5,79.8,2023/8/29 0:43,1078
42,4,17.16,2023/11/1 17:59,121
181,1,5.96,2024/3/25 19:16,263
738,3,8.28,2024/4/22 13:15,820
587,7,23.73,2023/8/26 11:54,650
245,3,17.7,2024/7/23 0:41,913
158,10,244.1,2023/8/31 18:44,245
443,9,32.04,2024/1/24 17:48,1213
395,7,21.14,2024/5/18 3:40,473
500,7,27.93,2023/10/15 23:01,1264
223,1,2.67,2023/11/22 7:22,543
621,1,5.15,2024/3/30 5:22,1774
405,3,7.5,2023/11/17 16:41,901
70,9,155.79,2024/2/17 18:10,1480
569,1,7.26,2024/1/11 2:20,454
775,4,25,2023/10/17 10:00,1352
86,4,18.28,2024/1/18 21:35,1165
38,9,40.14,2024/4/19 17:26,387
377,5,25.65,2023/9/17 14:33,1696
831,8,30.4,2024/7/11 14:16,1997
911,1,33.06,2024/6/8 1:18,143
866,10,54.7,2024/4/30 3:18,1321
468,10,51.6,2024/4/21 16:43,847
238,9,20.88,2024/5/7 2:18,1377
992,3,11.82,2023/12/22 8:19,1553
208,4,45.52,2024/7/24 18:21,495
946,10,53.2,2024/1/24 21:42,1681
397,6,22.38,2024/7/3 0:22,479
331,2,13.54,2024/2/8 15:00,789
463,3,4.17,2024/4/30 19:37,408
58,2,15.68,2023/11/13 17:50,1060
16,9,59.13,2024/3/13 7:03,1089
804,9,39.33,2023/11/28 22:10,107
185,1,19.93,2024/4/2 5:23,427
274,9,59.85,2023/11/26 22:04,963
791,5,16.4,2023/12/20 14:39,1066
700,2,5.36,2023/8/11 13:31,1680
871,7,53.2,2023/8/20 8:18,1948
904,6,37.8,2023/10/27 15:31,720
831,6,22.8,2024/2/4 16:06,875
642,7,35.28,2024/2/29 1:05,464
479,3,17.97,2023/8/17 11:31,1414
749,10,24.8,2023/10/8 11:19,1617
300,1,3.07,2023/11/23 4:56,803
972,8,49.28,2024/3/14 16:29,483
953,5,166.15,2024/7/6 12:24,91
468,3,15.48,2023/9/20 2:37,157
455,3,3.87,2023/11/30 22:09,1198
337,2,5.96,2024/3/12 19:08,262
94,2,31.8,2023/10/24 3:17,278
188,10,15.2,2024/4/18 0:45,817
755,8,18.8,2024/5/29 8:01,1447
62,9,12.87,2023/12/19 21:20,942
742,8,92.24,2023/10/5 7:48,880
395,1,3.02,2023/10/3 3:05,1212
666,7,36.05,2024/1/22 22:54,315
204,9,37.8,2024/4/8 22:23,258
24,9,43.02,2024/7/13 22:08,1372
692,2,7.26,2024/7/11 20:50,269
340,10,32.9,2023/10/15 22:03,382
566,9,30.6,2024/3/16 13:45,1521
435,8,93.52,2023/10/8 10:56,1303
537,2,17.82,2024/8/1 2:28,313
532,9,17.37,2023/9/26 13:38,33
351,4,20.6,2024/3/8 23:53,298
837,2,20.9,2024/3/22 6:34,331
761,2,6.72,2024/3/13 21:49,1696
10,6,34.32,2024/3/17 14:30,986
620,3,27.54,2023/12/3 3:20,533
499,9,231.75,2023/10/23 21:06,1670
425,1,10.1,2023/11/19 7:20,785
827,8,15.36,2024/2/12 8:24,1142
715,1,2.67,2023/8/8 19:58,1122
548,9,54.63,2024/5/1 6:24,697
46,6,17.1,2024/6/3 18:34,1041
678,10,88.9,2023/10/8 21:57,1191
827,2,3.84,2024/6/12 17:30,1197
917,7,74.55,2024/6/4 20:24,980
481,10,76.9,2024/4/15 21:29,1126
418,9,74.43,2023/8/8 15:00,906
890,2,15.94,2024/5/24 10:53,1440
16,9,59.13,2024/3/13 22:25,687
717,7,120.26,2024/1/6 7:49,1738
717,9,154.62,2023/9/23 19:18,830
126,4,25.44,2023/9/20 0:14,3
174,3,4.77,2024/7/21 17:36,1098
5,6,24.42,2023/8/17 20:03,1956
808,5,18.15,2024/5/20 8:42,293
152,8,59.12,2024/4/29 4:57,1900
66,1,7.73,2024/1/5 13:16,1498
398,6,88.26,2024/7/28 9:05,1952
345,3,18.27,2023/8/16 9:13,1934
584,6,41.82,2023/12/1 9:25,955
136,2,19.98,2024/6/29 13:20,466
537,10,89.1,2024/2/29 23:41,1770
931,2,6.76,2023/10/31 16:23,1713
887,10,74.2,2024/5/13 8:03,82
597,3,12.42,2024/1/12 7:33,1300
428,4,21.6,2024/2/29 11:16,1198
410,7,26.81,2023/12/10 16:11,948
405,10,25,2024/3/9 18:16,564
554,7,8.75,2024/2/2 2:22,693
532,10,19.3,2023/10/29 19:15,35
140,3,24.72,2023/11/28 14:44,448
935,7,246.4,2024/4/16 16:04,1575
83,1,7.45,2024/4/13 5:13,1136
12,5,31.15,2024/6/22 2:57,214
880,7,16.38,2024/5/20 22:56,1978
960,2,35.2,2024/4/9 7:22,1634
378,2,4.24,2023/8/16 19:46,803
43,4,4.76,2024/3/13 4:43,356
707,1,4.63,2023/11/4 8:02,370
958,5,74.75,2024/7/26 16:41,445
906,6,50.46,2024/6/16 20:22,187
975,3,20.52,2024/2/1 22:11,1360
847,8,27.52,2024/5/2 1:43,1592
419,10,31.5,2024/4/24 5:59,1472
276,3,12.81,2024/2/8 17:52,1212
441,7,22.82,2024/5/8 23:53,1640
213,10,262.6,2023/12/5 20:27,649
393,6,26.94,2024/5/23 2:32,1419
968,5,27,2024/4/3 13:30,168
386,10,101.2,2024/7/29 19:53,139
661,5,81.05,2024/1/28 23:03,129
7,9,124.02,2024/6/26 17:14,459
718,10,43.5,2023/8/21 7:16,842
457,10,45.6,2023/9/23 10:09,1064
407,3,57.21,2023/9/1 9:01,1134
627,5,18.95,2023/10/6 19:56,1228
750,9,30.96,2024/5/31 0:13,307
631,1,6.45,2024/6/1 5:41,277
425,7,70.7,2024/3/14 18:42,36
53,5,7.85,2024/6/26 4:58,759
248,8,112.88,2024/6/25 9:08,255
174,8,12.72,2023/9/27 4:36,928
3,8,14.88,2023/12/10 12:06,777
2,2,8.38,2024/4/10 21:17,1641
89,5,15.7,2024/6/8 13:19,1638
148,4,24.08,2024/3/9 23:46,1195
749,1,2.48,2024/7/18 11:44,264
131,1,7.09,2023/10/2 21:39,170
620,4,36.72,2023/12/11 15:05,1771
93,2,74.42,2023/9/24 19:39,1708
210,6,16.74,2023/12/6 11:48,807
998,4,33.24,2024/8/2 22:19,344
639,6,7.8,2023/10/1 8:32,1644
711,8,31.2,2023/11/16 19:15,780
940,7,44.1,2023/11/30 10:07,104
921,9,55.26,2023/9/18 0:34,1867
252,5,26.85,2023/11/15 23:46,1610
759,3,23.79,2024/7/6 1:48,375
546,6,32.88,2024/2/1 12:35,379
607,3,13.86,2024/1/30 11:34,970
828,5,12.9,2023/10/13 13:54,1110
371,5,30.2,2024/2/12 1:10,1060
340,8,26.32,2023/10/22 6:40,1548
932,5,71.25,2024/6/30 19:58,937
117,6,22.56,2024/5/18 16:09,417
44,3,21.48,2023/9/27 1:30,632
52,5,195.05,2023/11/27 2:53,24
343,3,18.15,2023/9/26 2:33,1692
281,8,33.2,2024/2/10 16:09,900
279,5,36.6,2023/12/28 6:06,194
980,1,4.09,2024/5/23 2:35,1927
454,5,21.55,2023/8/29 8:53,1458
920,5,28.7,2023/10/30 6:49,581
116,1,19.2,2024/1/3 9:56,722
421,3,8.55,2023/10/12 19:05,1657
214,3,16.98,2024/2/10 5:36,1732
418,2,16.54,2024/4/4 12:12,1635
140,9,74.16,2023/9/28 3:25,1223
198,2,16.06,2023/8/14 23:45,1657
141,9,39.69,2023/8/9 5:31,391
245,10,59,2024/3/14 19:28,919
882,3,13.05,2024/4/28 8:20,165
493,9,65.34,2024/1/7 7:56,613
122,7,67.62,2024/2/17 5:45,1535
291,6,21.24,2024/6/11 1:09,1798
198,8,64.24,2024/6/21 12:00,168
905,8,84.24,2024/1/2 17:37,205
945,7,25.27,2023/12/1 19:14,483
545,3,15.57,2024/5/15 19:58,1153
529,9,28.08,2024/6/27 19:07,1852
456,6,54.84,2024/2/23 21:01,587
379,2,11.92,2023/8/23 12:35,1354
91,10,68.5,2024/5/25 22:43,947
444,8,57.76,2024/2/11 11:21,1911
353,10,55.1,2023/8/24 4:49,1196
850,7,276.78,2024/2/1 10:13,1681
618,10,41,2024/2/5 10:22,362
385,3,11.25,2024/7/15 9:09,127
805,8,20.72,2023/10/21 4:19,1595
198,9,72.27,2023/12/22 3:26,377
758,8,14.88,2023/9/18 16:53,1092
190,10,169.5,2024/3/28 23:04,670
168,7,44.03,2024/2/3 8:46,520
373,7,83.72,2024/6/23 22:01,1231
490,3,9.96,2024/3/28 15:34,963
430,5,46.3,2023/12/1 22:45,562
948,8,37.68,2024/1/4 23:01,1760
313,8,30.56,2024/2/15 8:30,1048
285,6,50.94,2023/11/6 14:10,1424
747,4,97.84,2024/2/15 20:18,968
72,8,48.72,2024/6/8 17:17,666
785,9,35.82,2024/6/14 4:54,101
939,6,37.14,2023/12/5 18:07,1930
980,7,28.63,2024/3/8 23:40,1714
374,1,3.95,2024/4/6 1:45,1901
446,10,79.7,2023/9/13 22:18,1876
831,1,3.8,2023/9/14 18:09,417
739,7,184.8,2023/9/9 16:30,231
748,8,31.68,2023/9/24 11:50,1800
142,3,13.5,2024/8/6 8:37,243
936,8,42.56,2023/11/18 9:54,1735
620,6,55.08,2024/6/24 18:55,708
396,7,12.88,2023/12/9 15:39,848
710,10,20.1,2024/2/14 10:55,1614
933,2,12.16,2024/4/20 9:32,47
82,3,13.11,2023/10/26 7:40,158
475,7,16.24,2024/4/9 13:32,1935
439,9,124.92,2023/8/20 20:15,1761
30,5,61.5,2024/7/15 4:44,722
839,10,278.8,2024/2/23 13:23,1340
734,4,21.52,2024/4/5 4:02,1826
228,8,49.92,2024/3/20 15:23,1411
558,8,25.68,2024/3/6 16:14,308
132,3,62.31,2024/3/29 16:30,1658
135,4,20.4,2023/12/5 10:47,1170
147,2,13.26,2024/5/13 16:50,901
257,7,22.61,2023/10/13 14:59,904
922,4,7,2023/9/25 3:29,1244
794,10,92.4,2024/7/9 11:22,485
686,6,49.08,2024/2/29 18:22,1028
489,2,8.96,2023/12/16 10:20,114
808,10,36.3,2024/6/27 23:04,1488
879,3,9.54,2024/3/15 0:25,951
449,6,53.52,2023/12/9 9:21,137
191,5,158.35,2024/5/7 5:38,1676
968,8,43.2,2023/12/26 20:48,417
186,1,7.81,2024/3/10 16:30,1378
874,8,21.28,2024/2/8 14:18,706
593,6,51,2023/12/1 3:40,1509
807,3,31.89,2023/12/13 1:25,490
959,7,30.52,2023/10/16 13:17,1922
350,2,10.46,2024/4/13 13:56,464
806,7,53.83,2023/12/8 22:25,32
135,5,25.5,2024/7/24 23:08,64
780,9,11.16,2024/2/12 23:03,117
990,3,15.87,2023/11/29 22:56,1252
293,2,5.22,2023/11/26 11:55,1410
349,3,9.15,2023/12/15 14:07,632
254,3,24.06,2024/2/16 2:16,506
483,3,16.62,2023/10/21 15:23,43
159,2,26.2,2024/1/22 8:01,1491
230,5,142.55,2023/9/13 17:49,284
939,2,12.38,2023/9/16 14:56,1794
701,8,22.48,2024/6/10 9:37,1089
175,2,7.8,2024/5/14 8:26,599
129,10,45.9,2024/6/26 5:08,1193
898,9,44.28,2023/10/5 23:53,1929
383,10,31.3,2023/11/30 4:20,1964
434,5,12.4,2024/5/15 0:11,753
289,5,20.6,2024/5/20 15:43,365
285,1,8.49,2023/8/11 23:26,290
582,9,60.66,2024/5/17 13:07,309
664,6,22.14,2024/8/6 3:03,1438
775,9,56.25,2024/6/2 21:53,509
9,8,62.72,2024/1/8 14:45,1427
517,7,188.37,2024/6/2 3:15,104
723,10,55.7,2024/5/30 0:58,1953
526,9,20.97,2024/6/13 4:06,1043
384,1,7.6,2024/1/16 5:04,555
